ScientificName,AphiaID,Trophy,typeMX,source,dataType,Kingdom,Phylum,Class,Order,Family,Genus,Species
Protoperidinium_oblongum,110238,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,oblongum
Protoperidinium_obtusum,110239,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,obtusum
Protoperidinium_ovatum,110241,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,ovatum
Protoperidinium_pallidum,110244,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,pallidum
Protoperidinium_parthenopes,233050,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,parthenopes
Protoperidinium_pellucidum,110245,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,pellucidum
Protoperidinium_pentagonum,110247,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,pentagonum
Protoperidinium_punctulatum,110248,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,punctulatum
Protoperidinium_pyriforme,110249,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,pyriforme
Protoperidinium_steinii,110257,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,steinii
Protoperidinium_subcurvipes,110258,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,subcurvipes
Protoperidinium_subinerme,110259,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,subinerme
Protoperidinium_thorianum,110260,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,thorianum
Protoperidinium_thulesense,232861,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,thulesense
Pyrocystis_hamulus,232259,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Pyrocystales,Pyrocystaceae,Pyrocystis,hamulus
Pyrophacus_horologium,232598,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Pyrophacaceae,Pyrophacus,horologium
Sclerodinium_calyptroglyphe,615516,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Sclerodinium,calyptroglyphe
Scrippsiella_acuminata,1321853,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,acuminata
Scrippsiella_hangoei,233093,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,hangoei
Sinophysis_stenosoma,232532,protozooplankton,NA,Hoppenrath et al. 2014,paper,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysiaceae,Sinophysis,stenosoma
Spatulodinium_pseudonoctiluca,109923,protozooplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Noctilucales,Kofoidiniaceae,Spatulodinium,pseudonoctiluca
Spiniferodinium_galeiforme,573781,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Spiniferodinium,galeiforme
Symbiodinium,109572,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Symbiodinium,NA
Takayama_helix,233083,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Brachidiniaceae,Takayama,helix
Takayama_tasmanica,233086,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Brachidiniaceae,Takayama,tasmanica
Testudodinium_magnum,1360467,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Testudodinium,magnum
Thecadinium_kofoidii,110273,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Thecadinium,kofoidii
Thecadinium_yashimaense,376565,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Thecadinium,yashimaense
Torodinium_robustum,109889,mixoplankton,CM,Loeder et al. 2012,paper,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Torodinium,robustum
Torodinium_teredo,109890,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Torodinium,teredo
Tripos_candelabrus,841193,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,candelabrum
Tripos_furca,840627,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,furca
Tripos_fusus,840626,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,fusus
Tripos_hexacanthus,841248,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,hexacanthus
Tripos_horridus,837453,mixoplankton,CM,Loeder et al. 2012,paper,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,horridus
Tripos_inflatus,837455,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,inflatus
Tripos_lineatus,837459,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,lineatus
Tripos_longipes,841259,mixoplankton,CM,Leles et al. 2019,review,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,longipes
Tripos_lunula,837229,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,lunula
Tripos_macroceros,841260,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,macroceros
Tripos_minutus,841263,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,minutus
Tripos_muelleri,495363,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,muelleri
Tripos_pentagonus,841746,phytoplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,pentagonus
Tripos_teres,1381154,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,teres
Warnowia_polyphemus,233144,protozooplankton,NA,RWS,routineMonitoring,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,polyphemus
Yihiella_yeosuensis,1306108,mixoplankton,CM,Hansen and Tillmann 2020,book,Chromista,Myzozoa,Dinophyceae,Suessiales,Suessiaceae,Yihiella,yeosuensis
Ebria_tripartita,118051,protozooplankton,NA,Helcom,routineMonitoring,Protozoa,NA,Ebriophyceae,Ebriales,Ebriaceae,Ebria,tripartita
Colacium_vesiculosum,249707,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Colacium,vesiculosum
Euglena_viridis,163246,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Euglena,viridis
Eutreptia_lanowii,248120,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Eutreptiida,Eutreptiaceae,Eutreptia,lanowii
Eutreptia_viridis,239029,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Eutreptiida,Eutreptiaceae,Eutreptia,viridis
Eutreptiella_braarudii,248121,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Eutreptiida,Eutreptiaceae,Eutreptiella,braarudii
Eutreptiella_gymnastica,110652,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Eutreptiida,Eutreptiaceae,Eutreptiella,gymnastica
Eutreptiella_marina,160556,phytoplankton,NA,RWS,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Eutreptiida,Eutreptiaceae,Eutreptiella,marina
Lepocinclis_acus,624247,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Euglenida,Phacaceae,Lepocinclis,acus
Lepocinclis_ovum,163408,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Euglenida,Phacaceae,Lepocinclis,ovum
Lepocinclis_oxyuris,624255,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Euglenida,Phacaceae,Lepocinclis,oxyuris
Lepocinclis_tripteris,624289,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Euglenida,Phacaceae,Lepocinclis,tripteris
Monomorphina_pyrum,447754,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Monomorphina,pyrum
Phacus_longicauda,163375,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Euglenida,Phacaceae,Phacus,longicauda
Phacus_pleuronectes,163354,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Euglenida,Phacaceae,Phacus,pleuronectes
Trachelomonas_hispida,163412,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Trachelomonas,hispida
Trachelomonas_volvocina,163404,phytoplankton,NA,Helcom,routineMonitoring,Protozoa,Euglenozoa,Euglenoidea,Euglenida,Euglenaceae,Trachelomonas,volvocina
Ammonia_tepida,112857,protozooplankton,NA,Pascal et al. 2008,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Ammoniidae,Ammonia,tepida
Candeina_nitida,418110,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Candeinidae,Candeina,nitida
Globigerina_bulloides,113434,protozooplankton,NA,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerina,bulloides
Globigerinella_adamsi,558961,protozooplankton,NA,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerinella,adamsi
Globigerinella_calida,418106,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerinella,calida
Globigerinella_siphonifera,113440,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerinella,siphonifera
Globigerinita_glutinata,113464,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinitidae,Globigerinita,glutinata
Globigerinita_uvula,113465,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinitidae,Globigerinita,uvula
Globigerinoides,112199,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerinoides,NA
Globigerinoides_conglobatus,113441,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerinoides,conglobatus
Globigerinoides_ruber,113444,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerinoides,ruber
Globigerinoides_sacculifer,113445,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerinoides,sacculifer
Globoquadrina_conglomerata,558969,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Foraminifera,Globothalamea,Rotaliida,Catapsydracidae,Globoquadrina,conglomerata
Globorotalia_crassaformis,418113,protozooplankton,NA,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia,crassaformis
Globorotalia_inflata,113449,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia,inflata
Globorotalia_menardii,113450,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia,menardii
Globorotalia_scitula,113452,protozooplankton,NA,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia,scitula
Globorotalia_truncatulinoides,113453,protozooplankton,NA,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia,truncatulinoides
Globorotalia_tumida,418114,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia,tumida
Globoturborotalita_rubescens,113454,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globoturborotalita,rubescens
Globoturborotalita_tenella,113455,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globoturborotalita,tenella
Hastigerina_pelagica,113477,protozooplankton,NA,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Hastigerinidae,Hastigerina,pelagica
Hastigerinella_digitata,558967,protozooplankton,NA,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Hastigerinidae,Hastigerinella,digitata
Neogloboquadrina_dutertrei,113473,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,dutertrei
Neogloboquadrina_incompta,113474,protozooplankton,NA,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,incompta
Neogloboquadrina_pachyderma,113458,protozooplankton,NA,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,pachyderma
Nonionella_stella,113604,mixoplankton,eSNCM,Leles et al. 2017,review,Chromista,Foraminifera,Globothalamea,Rotaliida,Nonionidae,Nonionella,stella
Orbulina_universa,113460,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Orbulina,universa
Pulleniatina_obliquiloculata,221331,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Pulleniatinidae,Pulleniatina,obliquiloculata
Sphaeroidinella_dehiscens,418108,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Sphaeroidinella,dehiscens
Tenuitella_fleisheri,558957,protozooplankton,NA,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinitidae,Tenuitella,fleisheri
Trilobatus_sacculifer,1026286,mixoplankton,eSNCM,Faure et al. 2019,review,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Trilobatus,sacculifer
Turborotalita_humilis,113461,mixoplankton,eSNCM,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Turborotalita,humilis
Turborotalita_quinqueloba,113462,protozooplankton,NA,Takagi et al. 2019,paper,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Turborotalita,quinqueloba
Paulinella_ovalis,136903,phytoplankton,NA,RWS,routineMonitoring,Chromista,Cercozoa,Imbricatea,Euglyphida,Paulinellideae,Paulinella,ovalis
Pseudopirsonia_mucosa,872071,protozooplankton,NA,Kuehn et al. 2004,scientific cruise,Chromista,Cercozoa,Imbricatea,Marimonadida,Marimonadida incertae sedis,Pseudopirsonia,mucosa
Mediopyxis_helysia,345485,phytoplankton,NA,RWS,routineMonitoring,Chromista,Ochrophyta,Khakista incertae sedis,NA,NA,Mediopyxis,helysia
Elakatothrix_gelatinosa,572036,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Elakatotrichaceae,Elakatothrix,gelatinosa
Elakatothrix_genevensis,578431,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Charophyta,Klebsormidiophyceae,Klebsormidiales,Elakatotrichaceae,Elakatothrix,genevensis
Cyclotrichium_cyclokaryon,426529,protozooplankton,NA,Xu et al. 2005,scientific cruise,Chromista,Ciliophora,Litostomatea,Haptorida,Didiniidae,Cyclotrichium,cyclokaryon
Mesodinium_chamaeleon,863176,mixoplankton,pSNCM,Faure et al. 2019,review,Chromista,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Mesodinium,chamaeleon
Mesodinium_pulex,179321,protozooplankton,NA,Tarangkoon and Hansen 2011,paper,Chromista,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Mesodinium,pulex
Mesodinium_rubrum,232069,mixoplankton,pSNCM,Gustafson et al. 2000,paper,Chromista,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Mesodinium,rubrum
Dolichomastix_tenuilepis,345463,mixoplankton,CM,Throndsen and Zingone 1997,scientific cruise,Plantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,tenuilepis
Mantoniella_antarctica,341614,mixoplankton,CM,Leles et al. 2019,review,Plantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mantoniella,antarctica
Mantoniella_squamata,134563,mixoplankton,CM,Leles et al. 2019,review,Plantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mantoniella,squamata
Micromonas_polaris,1361176,phytoplankton,NA,Jimenez et al. 2020,scientific cruise,Plantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,polaris
Micromonas_pusilla,134564,mixoplankton,CM,Leles et al. 2019,review,Plantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,pusilla
Nephroselmis_pyriformis,134541,mixoplankton,CM,Anderson et al. 2017,scientific cruise,Plantae,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidaceae,Nephroselmis,pyriformis
Amphorella_quadrilineata,427531,protozooplankton,NA,Heinbrokel et al. 1978,paper,Chromista,Ciliophora,Oligotrichea,Choreotrichida,Tintinnidae,Amphorella,quadrilineata
Cyrtostrombidium,393573,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Cyrtostrombidiidae,Cyrtostrombidium,NA
Eutintinnus_pectinis,417214,protozooplankton,NA,Heinbrokel et al. 1978,paper,Chromista,Ciliophora,Oligotrichea,Choreotrichida,Tintinnidae,Eutintinnus,pectinis
Helicostomella_subulata,240437,protozooplankton,NA,Heinbrokel et al. 1978,paper,Chromista,Ciliophora,Oligotrichea,Choreotrichida,Metacylididae,Helicostomella,subulata
Laboea,101190,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Laboea,NA
Laboea_strobila,101264,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Laboea,strobila
Lohmanniella,101180,protozooplankton,NA,Chen and Chang 1999,paper,Chromista,Ciliophora,Oligotrichea,Choreotrichida,Lohmanniellidae,Lohmanniella,NA
Parastrombidinopsis_minima,427385,protozooplankton,NA,Jeong et al. 2014,scientific cruise,Chromista,Ciliophora,Oligotrichea,Choreotrichida,Strombidinopsidae,Parastrombidinopsis,minima
Paratontonia_gracillima,101268,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Paratontonia,gracillima
Paratontonia_poopsia,595196,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Paratontonia,poopsia
Pelagostrobilidium_paraepacrum,732815,protozooplankton,NA,Jeong et al. 2018,scientific cruise,Chromista,Ciliophora,Oligotrichea,Choreotrichida,Strobilidiidae,Pelagostrobilidium,paraepacrum
Pelagostrombidium,595091,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Pelagostrombidiidae,Pelagostrombidium,NA
Pseudotontonia_cornuta,595198,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Pseudotontonia,cornuta
Pseudotontonia_simplicidens,595199,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Pseudotontonia,simplicidens
Spirostrombidium_elegans,101270,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Spirostrombidium,elegans
Spirotontonia_grandis,595203,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Spirotontonia,grandis
Strobilidium_elegans,101224,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Choreotrichida,Strobilidiidae,Strobilidium,elegans
Strombidium_acutum,101275,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,acutum
Strombidium_antarcticum,341705,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,antarcticum
Strombidium_basimorphum,595214,mixoplankton,GNCM,Stoecker 1992,scientific cruise,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,basimorphum
Strombidium_biarmatum,389215,mixoplankton,GNCM,Faure et al. 2019,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,biarmatum
Strombidium_capitatum,101282,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,capitatum
Strombidium_chlorophilum,595215,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,chlorophilum
Strombidium_conicum,101289,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,conicum
Strombidium_crassulum,101295,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,crassulum
Strombidium_rassoulzadegani,595221,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,rassoulzadegani
Strombidium_reticulatum,101325,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,reticulatum
Strombidium_stylifer,101334,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,stylifer
Strombidium_sulcatum,101335,protozooplankton,NA,Dolan and Simek 1997,paper,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,sulcatum
Strombidium_tintinnodes,101337,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,tintinnodes
Strombidium_vestitum,101342,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,vestitum
Tintinnopsis_acuminata,163915,protozooplankton,NA,Heinbrokel et al. 1978,paper,Chromista,Ciliophora,Oligotrichea,Choreotrichida,Codonellidae,Tintinnopsis,acuminata
Tintinnopsis_beroidea,163782,protozooplankton,NA,Heinbrokel et al. 1978,paper,Chromista,Ciliophora,Oligotrichea,Choreotrichida,Codonellidae,Tintinnopsis,beroidea
Tontonia,101196,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Tontonia,NA
Tontonia_antarctica,341710,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Tontonia,antarctica
Tontonia_appendiculariformis,101345,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Tontonia,appendiculariformis
Tontonia_ovalis,427744,mixoplankton,GNCM,Leles et al. 2017,review,Chromista,Ciliophora,Oligotrichea,Oligotrichida,Tontoniidae,Tontonia,ovalis
Exanthemachrysis,590561,mixoplankton,CM,Faure et al. 2019,review,Chromista,Haptophyta,Pavlovophyceae,Pavlovales,Pavlovaceae,Exanthemachrysis,NA
Pavlova,249731,mixoplankton,CM,Faure et al. 2019,review,Chromista,Haptophyta,Pavlovophyceae,Pavlovales,Pavlovaceae,Pavlova,NA
Pelagomonas_calceolata,345504,phytoplankton,NA,Kluk et al. 2012,scientific cruise,Chromista,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Pelagomonas,calceolata
Parvilucifera_prorocentri,603335,protozooplankton,NA,Horiguchi et al. 2015,scientific cruise,Chromista,Myzozoa,Perkinsea,Perkinsida,Perkinsidae,Parvilucifera,NA
Acineta_sp,172365,protozooplankton,NA,Mironova et al. 2014,scientific cruise,Chromista,Ciliophora,Phyllopharyngea,Endogenida,Acinetidae,Acineta,NA
Picomonas_judraskeda,730536,protozooplankton,NA,Moreira and Lopez-Garcia 2014,scientific cruise,Protozoa,Picozoa,Picomonadea,Picomonadida,Picomonadidae,Picomonas,judraskeda
Acanthodesmia,235743,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Trissocyclidae,Acanthodesmia,NA
Acanthodesmia_vinculata,493675,mixoplankton,eSNCM,Zhang et al. 2018,paper,Chromista,Radiozoa,Polycystina,Nassellaria,Trissocyclidae,Acanthodesmia,vinculata
